customer_Id,DOB,Gender,city_code
270051,1970-09-07,M,8
274455,1970-09-08,F,10
272088,1970-09-08,M,5
273583,1970-09-08,M,5
267490,1970-09-09,F,4
268709,1970-09-09,F,
267536,1970-09-10,M,3
271286,1970-09-10,M,1
273517,1970-09-11,M,5
268365,1970-09-12,M,5
266959,1970-09-13,F,1
272408,1970-09-13,M,6
271177,1970-09-14,F,5
274180,1970-09-14,M,6
267613,1970-09-15,M,3
270748,1970-09-17,M,5
274682,1970-09-19,M,10
266822,1970-09-20,F,9
272017,1970-09-22,M,8
267424,1970-09-22,M,7
272402,1970-09-23,F,10
274194,1970-09-24,M,5
274232,1970-09-26,F,5
272777,1970-09-29,M,7
273372,1970-09-29,F,1
273398,1970-10-01,F,1
267707,1970-10-02,F,2
273170,1970-10-03,F,8
271924,1970-10-03,M,5
270446,1970-10-05,M,10
273353,1970-10-07,F,4
270331,1970-10-08,F,10
269676,1970-10-09,M,8
269919,1970-10-11,M,1
268312,1970-10-12,F,9
267959,1970-10-12,M,6
268998,1970-10-12,F,7
272784,1970-10-14,F,8
270619,1970-10-16,M,6
274865,1970-10-18,F,8
273705,1970-10-20,M,5
268772,1970-10-20,F,3
266972,1970-10-21,M,7
269235,1970-10-22,F,4
270938,1970-10-23,F,9
271959,1970-10-26,M,9
272168,1970-10-26,M,2
271587,1970-10-27,F,10
273929,1970-10-28,M,5
268697,1970-10-29,F,1
270567,1970-11-01,M,8
268635,1970-11-01,M,4
275166,1970-11-05,M,10
267603,1970-11-06,F,1
266954,1970-11-06,M,4
267396,1970-11-13,M,9
272922,1970-11-14,F,7
268481,1970-11-15,F,3
268084,1970-11-18,M,1
274493,1970-11-19,M,5
273222,1970-11-19,M,6
270316,1970-11-19,M,4
270945,1970-11-23,M,1
275123,1970-11-23,M,9
267589,1970-11-24,F,9
269243,1970-11-25,F,7
273122,1970-11-28,M,4
274486,1970-11-29,M,9
273556,1970-12-01,M,3
270352,1970-12-04,M,2
275200,1970-12-04,M,8
272212,1970-12-10,M,4
273169,1970-12-12,F,3
273664,1970-12-13,M,6
267851,1970-12-13,M,3
268636,1970-12-15,M,4
269458,1970-12-16,F,10
269867,1970-12-17,F,1
270218,1970-12-18,F,8
272117,1970-12-19,M,10
268282,1970-12-22,F,1
268578,1970-12-24,M,7
270768,1970-12-27,M,10
269715,1971-01-02,M,10
267512,1971-01-07,F,7
267618,1971-01-08,M,2
267359,1971-01-08,M,1
272126,1971-01-10,M,9
274990,1971-01-10,M,9
269471,1971-01-10,F,2
270080,1971-01-11,M,8
274669,1971-01-11,F,9
275111,1971-01-12,M,8
269574,1971-01-14,F,5
273602,1971-01-15,M,2
267558,1971-01-17,M,6
271776,1971-01-22,F,10
272992,1971-01-22,F,1
274215,1971-01-23,M,8
272536,1971-01-28,M,2
274101,1971-02-01,M,1
270120,1971-02-01,F,9
274913,1971-02-02,M,8
271323,1971-02-02,M,1
268744,1971-02-06,F,2
271900,1971-02-08,M,9
272594,1971-02-09,M,10
272418,1971-02-13,F,6
270738,1971-02-14,F,1
272874,1971-02-15,F,1
270427,1971-02-15,F,5
271975,1971-02-16,M,2
269139,1971-02-20,M,3
268813,1971-02-21,M,7
269091,1971-02-23,F,10
268583,1971-02-23,F,8
270534,1971-02-24,M,7
274978,1971-02-26,M,9
270393,1971-02-26,F,1
266794,1971-02-28,F,9
266886,1971-02-28,M,1
272497,1971-03-01,M,10
273545,1971-03-01,M,3
270252,1971-03-02,M,5
267101,1971-03-02,M,8
270631,1971-03-05,F,8
267818,1971-03-07,M,2
267742,1971-03-08,M,5
275023,1971-03-09,M,6
271019,1971-03-09,F,5
271718,1971-03-10,F,6
271905,1971-03-11,F,2
267976,1971-03-11,F,10
270921,1971-03-14,F,7
270770,1971-03-15,M,5
275172,1971-03-16,F,1
270711,1971-03-17,F,7
268581,1971-03-17,F,9
274073,1971-03-18,M,10
272009,1971-03-19,M,8
267346,1971-03-19,M,7
274839,1971-03-19,F,7
267269,1971-03-21,F,4
274441,1971-03-22,M,1
272940,1971-03-25,F,1
274807,1971-03-28,F,7
267240,1971-03-29,M,6
268670,1971-04-01,M,9
267350,1971-04-01,F,9
269218,1971-04-06,M,8
270002,1971-04-08,M,7
271651,1971-04-10,F,1
269658,1971-04-11,F,6
268500,1971-04-13,F,7
267228,1971-04-14,F,6
268657,1971-04-18,F,8
267032,1971-04-21,F,4
268342,1971-04-21,M,7
271489,1971-04-21,M,9
267078,1971-04-22,M,5
267463,1971-04-22,F,4
274960,1971-04-24,F,9
273358,1971-04-25,F,8
267098,1971-04-27,F,9
273781,1971-04-28,F,3
272037,1971-04-29,F,7
271485,1971-05-01,M,10
268909,1971-05-01,M,2
271684,1971-05-04,M,4
272672,1971-05-05,F,10
274551,1971-05-06,M,3
273807,1971-05-08,M,9
274818,1971-05-08,M,4
274092,1971-05-10,M,9
274008,1971-05-11,M,6
269935,1971-05-11,F,4
274549,1971-05-13,M,1
269245,1971-05-20,M,4
268263,1971-05-20,F,1
270478,1971-05-20,F,7
272729,1971-05-21,F,2
272839,1971-05-22,F,8
270150,1971-05-22,F,8
273963,1971-05-24,F,7
269844,1971-05-25,F,9
275174,1971-05-27,F,10
266931,1971-05-29,F,4
273146,1971-06-04,M,5
267995,1971-06-04,M,4
270036,1971-06-04,M,8
268301,1971-06-05,F,1
268200,1971-06-05,F,1
274412,1971-06-06,F,4
267852,1971-06-07,F,9
267639,1971-06-07,M,8
274837,1971-06-09,F,3
273383,1971-06-11,F,6
274632,1971-06-13,F,3
273397,1971-06-14,F,5
274406,1971-06-15,F,1
267849,1971-06-17,F,3
271331,1971-06-18,F,9
274662,1971-06-20,M,7
271827,1971-06-21,M,3
270119,1971-06-23,F,2
267452,1971-06-24,F,5
267395,1971-06-24,M,6
271915,1971-06-24,F,7
272098,1971-06-25,F,4
267001,1971-06-27,F,6
268363,1971-06-29,M,10
268840,1971-06-29,M,8
270586,1971-06-29,M,2
272162,1971-07-03,F,5
269473,1971-07-04,M,4
269756,1971-07-04,M,3
271445,1971-07-05,F,3
271345,1971-07-06,F,8
273527,1971-07-07,F,2
269357,1971-07-08,M,9
273924,1971-07-09,F,7
268629,1971-07-10,F,9
274084,1971-07-10,F,5
270259,1971-07-10,M,5
270764,1971-07-11,M,1
268197,1971-07-11,M,3
271492,1971-07-11,F,5
267634,1971-07-11,M,5
270818,1971-07-14,F,1
274663,1971-07-15,F,1
270378,1971-07-18,F,2
273445,1971-07-18,M,2
270922,1971-07-21,F,7
274504,1971-07-24,F,5
274295,1971-07-25,F,1
267815,1971-07-26,F,10
268385,1971-07-27,M,4
269058,1971-07-29,M,8
273997,1971-07-29,M,3
269035,1971-07-29,M,2
273868,1971-08-02,M,2
269764,1971-08-03,M,5
273456,1971-08-04,M,6
267914,1971-08-06,M,8
269244,1971-08-08,F,8
274177,1971-08-08,M,5
268916,1971-08-10,F,6
269315,1971-08-12,M,2
272893,1971-08-12,M,10
272094,1971-08-12,F,7
271027,1971-08-13,M,8
271122,1971-08-16,M,2
268700,1971-08-18,F,3
275104,1971-08-18,M,3
271863,1971-08-19,M,1
271784,1971-08-22,M,3
274488,1971-08-24,M,7
273518,1971-08-25,F,8
271636,1971-08-29,M,9
268099,1971-09-01,M,5
275148,1971-09-03,F,4
268108,1971-09-03,M,7
266854,1971-09-04,M,5
273986,1971-09-07,M,9
268786,1971-09-07,F,10
268453,1971-09-09,M,3
270203,1971-09-11,M,4
267807,1971-09-11,M,7
270154,1971-09-16,F,4
274268,1971-09-21,M,9
268698,1971-10-04,M,5
274927,1971-10-06,M,3
270451,1971-10-07,F,10
273563,1971-10-08,F,6
267545,1971-10-09,M,8
273318,1971-10-12,F,4
271179,1971-10-12,F,5
270861,1971-10-14,M,4
271679,1971-10-15,F,5
268021,1971-10-18,F,10
272062,1971-10-19,F,5
274629,1971-10-20,M,5
273502,1971-10-21,M,3
275033,1971-10-21,F,10
270254,1971-10-24,F,7
267621,1971-10-26,F,7
272082,1971-10-27,M,5
274802,1971-10-28,F,9
275190,1971-11-02,M,6
268347,1971-11-03,M,6
273618,1971-11-03,F,9
275108,1971-11-04,F,8
268346,1971-11-04,F,7
274279,1971-11-06,M,2
267658,1971-11-07,F,5
273036,1971-11-09,F,2
274522,1971-11-10,M,7
274517,1971-11-11,F,10
272614,1971-11-12,F,8
272767,1971-11-13,M,8
269031,1971-11-14,F,10
268708,1971-11-15,F,5
274299,1971-11-19,F,7
270308,1971-11-19,F,9
268074,1971-11-21,M,5
274773,1971-11-21,M,8
270977,1971-11-22,F,5
270003,1971-11-22,M,5
270197,1971-11-24,M,3
269396,1971-11-25,M,3
272707,1971-11-25,F,8
273849,1971-11-28,M,8
275098,1971-11-29,F,2
268959,1971-11-29,F,3
272016,1971-12-03,F,7
274562,1971-12-03,M,6
273647,1971-12-09,M,7
272192,1971-12-10,F,3
267855,1971-12-10,F,7
271944,1971-12-11,F,5
271690,1971-12-15,F,8
271429,1971-12-17,F,5
267010,1971-12-18,F,4
274244,1971-12-18,M,2
271111,1971-12-19,M,2
267664,1971-12-22,F,10
274021,1971-12-23,F,9
273506,1971-12-23,M,3
274509,1971-12-26,F,10
269261,1971-12-27,F,7
272101,1971-12-27,M,3
272982,1972-01-01,F,10
269036,1972-01-03,F,2
270147,1972-01-07,F,6
271224,1972-01-08,F,9
274600,1972-01-10,M,1
271558,1972-01-12,M,6
270251,1972-01-13,M,4
269020,1972-01-14,M,4
272074,1972-01-15,F,10
270156,1972-01-22,M,6
271046,1972-01-23,F,4
273863,1972-01-23,F,6
269160,1972-01-24,F,1
274939,1972-01-24,F,5
275232,1972-01-27,M,10
270683,1972-01-28,F,5
274885,1972-01-29,F,1
271455,1972-02-01,F,9
275006,1972-02-01,M,2
267867,1972-02-02,M,3
274110,1972-02-03,M,5
268405,1972-02-03,F,4
267945,1972-02-05,M,1
271629,1972-02-08,F,5
270291,1972-02-10,M,8
272055,1972-02-15,M,4
273242,1972-02-15,F,3
273352,1972-02-15,F,5
268445,1972-02-18,M,6
271012,1972-02-20,F,10
274053,1972-02-20,F,5
274550,1972-02-21,M,7
270688,1972-02-21,F,2
270785,1972-02-22,M,2
270968,1972-02-22,F,5
274136,1972-02-23,F,1
274402,1972-02-24,M,7
270965,1972-02-25,M,2
269124,1972-02-28,M,3
269528,1972-02-28,M,7
275158,1972-03-01,M,3
270810,1972-03-01,F,1
269953,1972-03-01,M,8
273946,1972-03-03,M,1
270420,1972-03-03,F,6
267698,1972-03-03,M,7
272504,1972-03-06,M,3
269297,1972-03-06,M,6
272386,1972-03-08,M,2
268484,1972-03-09,F,9
269800,1972-03-09,F,6
269118,1972-03-10,F,6
275036,1972-03-11,M,5
267778,1972-03-11,F,7
271951,1972-03-11,F,4
271526,1972-03-12,F,4
267743,1972-03-13,M,10
272435,1972-03-13,F,7
273380,1972-03-15,F,8
270515,1972-03-15,M,6
271751,1972-03-17,F,8
271187,1972-03-18,F,1
267293,1972-03-18,M,2
273796,1972-03-20,M,5
267827,1972-03-20,F,7
272295,1972-03-20,M,6
270855,1972-03-20,M,7
266788,1972-03-20,F,2
271377,1972-03-21,M,7
274115,1972-03-25,F,2
271658,1972-03-25,F,10
268160,1972-03-29,M,7
273497,1972-04-02,M,2
272713,1972-04-02,F,7
274019,1972-04-05,M,6
268920,1972-04-07,M,1
273669,1972-04-07,F,9
273711,1972-04-08,M,4
272708,1972-04-15,M,10
268333,1972-04-17,F,8
271873,1972-04-17,M,1
272368,1972-04-17,M,3
274336,1972-04-19,M,10
274261,1972-04-28,M,4
272069,1972-04-29,F,8
274613,1972-05-02,M,9
272953,1972-05-02,M,1
270891,1972-05-05,F,6
268271,1972-05-08,M,3
271150,1972-05-12,F,8
273682,1972-05-13,F,8
271055,1972-05-14,M,3
273936,1972-05-16,F,9
273167,1972-05-17,M,9
270898,1972-05-18,M,3
272070,1972-05-18,F,10
272279,1972-05-19,M,9
270493,1972-05-22,M,9
273832,1972-05-23,M,8
271407,1972-05-23,F,2
274653,1972-05-26,M,8
270458,1972-05-26,M,2
268535,1972-05-27,F,4
268957,1972-06-01,M,2
267747,1972-06-02,M,5
270928,1972-06-02,M,2
274270,1972-06-06,F,1
268647,1972-06-07,M,9
275236,1972-06-08,F,2
274931,1972-06-10,M,10
270084,1972-06-10,F,4
273606,1972-06-13,F,10
273440,1972-06-15,M,9
271958,1972-06-15,F,9
266855,1972-06-16,M,10
273697,1972-06-16,F,1
273119,1972-06-17,F,9
273025,1972-06-17,F,6
269568,1972-06-17,M,2
267380,1972-06-19,F,4
275088,1972-06-23,F,2
269616,1972-06-23,F,8
272472,1972-06-24,F,5
269559,1972-06-24,M,1
268101,1972-06-25,M,3
270823,1972-06-28,M,5
273546,1972-06-29,F,9
268612,1972-07-02,F,4
269805,1972-07-04,F,6
273492,1972-07-05,F,7
272938,1972-07-06,M,8
271538,1972-07-10,F,5
275082,1972-07-11,M,9
274058,1972-07-13,F,10
273330,1972-07-13,M,1
268348,1972-07-15,M,5
272852,1972-07-18,F,10
273205,1972-07-19,M,2
269013,1972-07-20,M,1
267721,1972-07-22,F,9
273361,1972-07-22,F,8
269197,1972-07-22,M,8
267543,1972-07-24,F,7
274450,1972-07-24,F,9
270460,1972-07-27,M,5
275007,1972-07-29,M,4
267925,1972-08-02,M,4
269470,1972-08-02,M,4
273030,1972-08-03,F,3
271095,1972-08-04,M,3
269310,1972-08-06,M,4
274204,1972-08-09,F,1
272231,1972-08-10,F,5
273641,1972-08-17,F,2
273357,1972-08-18,F,9
271144,1972-08-19,F,2
274438,1972-08-20,F,6
270721,1972-08-20,M,1
274093,1972-08-21,M,2
273237,1972-08-26,M,3
270659,1972-08-27,M,10
267439,1972-08-27,M,1
269636,1972-09-03,F,2
274090,1972-09-04,F,10
271584,1972-09-04,M,9
270401,1972-09-05,F,8
274281,1972-09-05,F,5
271965,1972-09-06,M,4
270907,1972-09-09,F,1
273114,1972-09-09,F,8
273939,1972-09-09,F,9
273495,1972-09-11,M,6
269382,1972-09-12,F,1
270760,1972-09-16,F,8
269702,1972-09-16,M,6
267370,1972-09-21,M,4
273157,1972-09-23,F,3
268731,1972-09-25,M,8
268870,1972-09-26,F,7
266975,1972-09-27,M,4
272518,1972-10-02,F,9
268534,1972-10-02,M,9
267405,1972-10-03,F,2
272248,1972-10-04,M,7
269629,1972-10-05,M,6
267092,1972-10-08,F,7
273056,1972-10-10,F,3
267905,1972-10-12,F,9
274241,1972-10-13,F,9
274946,1972-10-14,M,4
273595,1972-10-16,M,3
271060,1972-10-16,M,4
274567,1972-10-18,M,2
268988,1972-10-19,M,6
273478,1972-10-20,F,3
267112,1972-10-22,M,7
270366,1972-10-24,M,3
267895,1972-10-25,F,10
272446,1972-10-26,F,7
272700,1972-10-27,M,6
272489,1972-10-28,F,6
268558,1972-11-02,F,4
272313,1972-11-02,F,5
272508,1972-11-05,M,9
272200,1972-11-06,M,4
275043,1972-11-08,M,4
271283,1972-11-10,M,2
272561,1972-11-12,M,8
268412,1972-11-13,F,4
267174,1972-11-16,M,1
266863,1972-11-17,M,6
267583,1972-11-21,M,4
270706,1972-11-24,M,1
273941,1972-11-26,F,8
269922,1972-11-26,M,5
267193,1972-11-27,M,1
269603,1972-11-28,M,4
273308,1972-11-28,M,1
267429,1972-11-29,F,2
271596,1972-11-29,F,9
274386,1972-12-01,M,6
268504,1972-12-05,M,6
269462,1972-12-05,F,6
273638,1972-12-09,M,8
268469,1972-12-10,F,10
267715,1972-12-10,F,7
273265,1972-12-12,F,5
272535,1972-12-12,F,4
268241,1972-12-13,M,5
274449,1972-12-15,M,4
267270,1972-12-16,M,2
274523,1972-12-16,F,8
272438,1972-12-16,M,9
269034,1972-12-16,M,10
273675,1972-12-18,M,7
267875,1972-12-18,F,8
268319,1972-12-19,M,10
272969,1972-12-19,M,5
272010,1972-12-22,F,5
268171,1972-12-22,M,3
268419,1972-12-23,F,3
268976,1972-12-26,M,4
267257,1972-12-26,M,4
269556,1972-12-27,M,5
271743,1972-12-27,F,3
269679,1972-12-28,M,4
269352,1973-01-03,F,3
269490,1973-01-05,M,5
268366,1973-01-09,F,9
274556,1973-01-10,F,8
267387,1973-01-11,M,9
273662,1973-01-12,M,10
270071,1973-01-17,F,5
268055,1973-01-20,M,5
270306,1973-01-21,M,1
271205,1973-01-23,M,7
275204,1973-01-24,F,1
270144,1973-01-28,F,5
274334,1973-02-01,M,5
273553,1973-02-04,M,3
274251,1973-02-05,M,5
267931,1973-02-06,F,10
267169,1973-02-07,M,8
271856,1973-02-08,F,7
267126,1973-02-09,M,8
268411,1973-02-10,F,1
274648,1973-02-13,M,8
268502,1973-02-14,F,6
272808,1973-02-15,M,6
272684,1973-02-17,F,6
267718,1973-02-19,F,9
272046,1973-02-20,M,5
272727,1973-02-20,M,3
273067,1973-02-21,F,5
272173,1973-02-21,M,8
272799,1973-02-24,F,6
269033,1973-02-24,M,6
267320,1973-02-25,M,3
269789,1973-02-27,F,2
269798,1973-02-28,F,4
269988,1973-03-02,M,6
268606,1973-03-03,F,1
268352,1973-03-04,F,8
266991,1973-03-05,M,5
269794,1973-03-07,F,10
267696,1973-03-09,F,8
272720,1973-03-09,F,2
275046,1973-03-10,M,10
271547,1973-03-10,F,7
269617,1973-03-11,F,3
269306,1973-03-11,M,6
273019,1973-03-11,F,4
274369,1973-03-14,F,9
274237,1973-03-17,M,10
275233,1973-03-17,M,5
270839,1973-03-19,M,5
269737,1973-03-19,M,6
271722,1973-03-20,M,6
275261,1973-03-21,F,10
275091,1973-03-26,F,2
267892,1973-03-27,F,4
269376,1973-04-02,F,8
274356,1973-04-02,F,9
271818,1973-04-03,M,7
269887,1973-04-03,M,2
274124,1973-04-04,F,1
275136,1973-04-06,M,4
268825,1973-04-06,M,6
267637,1973-04-07,F,4
267309,1973-04-08,F,1
273637,1973-04-12,M,2
271448,1973-04-12,M,4
271569,1973-04-23,F,3
271862,1973-04-24,M,8
271108,1973-04-28,M,10
274364,1973-04-28,M,10
274780,1973-05-01,M,6
273014,1973-05-02,M,4
270672,1973-05-03,M,2
268173,1973-05-04,M,8
267588,1973-05-04,M,8
267097,1973-05-05,M,2
270955,1973-05-05,M,1
272314,1973-05-05,M,1
268608,1973-05-05,M,8
267432,1973-05-07,F,5
268585,1973-05-08,F,4
269088,1973-05-09,M,8
271929,1973-05-09,F,6
270255,1973-05-10,M,1
273634,1973-05-10,F,6
270384,1973-05-11,F,8
269259,1973-05-14,F,7
272568,1973-05-17,F,10
272879,1973-05-21,M,5
273258,1973-05-26,M,8
269466,1973-05-26,F,6
274490,1973-06-01,F,4
273435,1973-06-02,M,5
268810,1973-06-02,F,6
266824,1973-06-04,M,7
270788,1973-06-04,M,4
275262,1973-06-06,M,10
272487,1973-06-08,F,9
268328,1973-06-08,F,7
271838,1973-06-10,F,5
270075,1973-06-11,M,3
274868,1973-06-14,F,2
268716,1973-06-15,M,2
273136,1973-06-20,M,4
266982,1973-06-22,M,5
267327,1973-06-22,F,3
269063,1973-06-23,M,3
274363,1973-06-28,M,1
272054,1973-07-03,M,1
270950,1973-07-05,F,6
267116,1973-07-07,F,7
269361,1973-07-09,F,10
267962,1973-07-12,M,9
267888,1973-07-12,F,10
273719,1973-07-16,M,9
270923,1973-07-16,F,2
271888,1973-07-17,F,5
273455,1973-07-17,M,8
267301,1973-07-19,F,2
271327,1973-07-20,F,3
271341,1973-07-22,M,10
274866,1973-07-23,F,2
272371,1973-07-28,M,5
269172,1973-07-28,F,4
268681,1973-07-29,M,8
266815,1973-08-07,F,4
268337,1973-08-08,M,10
272981,1973-08-11,M,8
274452,1973-08-11,F,4
269003,1973-08-12,M,6
272459,1973-08-13,F,4
268924,1973-08-16,F,3
270573,1973-08-20,F,1
272809,1973-08-20,M,7
274788,1973-08-22,M,2
272716,1973-08-23,M,4
273053,1973-08-23,F,5
271279,1973-08-24,M,3
272170,1973-08-25,F,5
267214,1973-08-25,F,6
267226,1973-08-26,M,2
272385,1973-09-01,M,2
272511,1973-09-01,F,5
273644,1973-09-01,F,3
273261,1973-09-02,F,9
273823,1973-09-04,M,9
268172,1973-09-06,M,1
274733,1973-09-06,M,10
272341,1973-09-10,F,9
270787,1973-09-10,F,6
270771,1973-09-12,F,7
275210,1973-09-13,M,2
273498,1973-09-13,M,10
271755,1973-09-15,F,2
270874,1973-09-17,M,9
272813,1973-09-17,M,7
271340,1973-09-21,M,3
274384,1973-09-22,M,7
274325,1973-09-23,F,8
274226,1973-09-23,F,10
267585,1973-09-25,M,3
270739,1973-09-26,F,5
271243,1973-09-26,F,2
269007,1973-09-29,M,3
272503,1973-10-01,M,8
267856,1973-10-01,F,10
272124,1973-10-04,F,8
273831,1973-10-05,M,5
267468,1973-10-06,M,4
269282,1973-10-09,M,2
270650,1973-10-10,F,6
267749,1973-10-11,M,10
267974,1973-10-12,M,1
273706,1973-10-12,F,10
274525,1973-10-14,F,10
269010,1973-10-14,F,2
273387,1973-10-15,F,10
269999,1973-10-15,F,6
271157,1973-10-15,F,6
268965,1973-10-20,F,8
271452,1973-10-21,M,4
274129,1973-10-23,F,3
273465,1973-10-24,M,3
268187,1973-10-24,M,1
269189,1973-10-25,F,9
275226,1973-10-26,M,4
273971,1973-10-26,F,6
274554,1973-11-03,F,7
271885,1973-11-04,F,3
267003,1973-11-04,M,5
268860,1973-11-04,F,4
272741,1973-11-09,F,7
269497,1973-11-10,M,7
268415,1973-11-10,M,9
272530,1973-11-10,F,3
269279,1973-11-10,M,3
266919,1973-11-11,M,6
275064,1973-11-13,F,6
274666,1973-11-14,F,8
271553,1973-11-15,M,4
274138,1973-11-15,M,8
270880,1973-11-17,F,3
272422,1973-11-17,F,8
267377,1973-11-20,M,8
266836,1973-11-21,F,7
268908,1973-11-24,F,2
272449,1973-11-25,F,10
270860,1973-11-26,M,3
269546,1973-11-28,M,3
274400,1973-12-03,M,8
267830,1973-12-06,M,8
272878,1973-12-06,F,10
269779,1973-12-08,M,7
272407,1973-12-12,F,9
274027,1973-12-13,M,6
272562,1973-12-14,M,5
268556,1973-12-18,F,6
271543,1973-12-20,M,1
274483,1973-12-23,F,2
268061,1973-12-23,M,6
269555,1973-12-24,F,7
273757,1973-12-24,M,5
272003,1973-12-24,M,3
268436,1973-12-25,F,4
270067,1973-12-27,M,7
273299,1973-12-28,M,2
271091,1973-12-29,F,4
275126,1974-01-02,F,2
270828,1974-01-05,M,2
272925,1974-01-08,M,5
271446,1974-01-08,M,7
274496,1974-01-11,M,1
268645,1974-01-13,M,10
273403,1974-01-13,M,6
268218,1974-01-15,F,4
274895,1974-01-16,F,9
273218,1974-01-18,F,8
267160,1974-01-19,M,3
275084,1974-01-21,F,7
274219,1974-01-24,M,8
273949,1974-01-25,M,4
270121,1974-01-29,F,5
269430,1974-01-29,F,5
274941,1974-01-29,F,7
267504,1974-02-01,F,7
269859,1974-02-02,F,5
268490,1974-02-02,F,1
269285,1974-02-04,F,7
274042,1974-02-06,F,4
270684,1974-02-07,M,2
275171,1974-02-09,F,9
274435,1974-02-10,M,8
270117,1974-02-10,M,6
267328,1974-02-11,M,5
272401,1974-02-12,M,4
274149,1974-02-12,M,6
267449,1974-02-15,F,10
271595,1974-02-15,M,5
272666,1974-02-19,F,3
268673,1974-02-20,F,1
273674,1974-02-23,F,9
270667,1974-02-24,M,9
271080,1974-02-25,F,5
268305,1974-02-25,M,2
273582,1974-02-25,F,10
268973,1974-02-25,F,8
274759,1974-02-27,M,7
275060,1974-02-27,M,6
268512,1974-03-01,M,5
269993,1974-03-04,F,7
268768,1974-03-09,F,7
272706,1974-03-09,M,8
272566,1974-03-10,M,7
269711,1974-03-13,F,6
271969,1974-03-14,M,5
274316,1974-03-15,M,2
